id|nome|url_mostra_mapas_na_tela|url_obtem_dados_indicador|url_obtem_totais_evolucao_tendencia|url_faz_download_geometrias_dados|descricao_simples|descricao_completa|nivel|proporcao_direta|indicador_pai|anos|setor_estrategico|tipo_geometria|unidade_medida|cenarios
5020|Analfabetismo|https://sistema.adaptabrasil.mcti.gov.br/5020/1/2017/null/BR/municipio/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/mapa-dados/BR/municipio/5020/2017/null/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/total/BR/municipio/5020/null/2017/adaptabrasil|https://sistema.adaptabrasil.dev.apps.rnp.br/api/geometria/data/5020/BR/null/2017/municipio/SHPz/adaptabrasil|Proporção de estabelecimentos agropecuários cujo responsável não sabe ler e escrever|Proporção de estabelecimentos agropecuários cujo responsável não sabe ler e escrever. Indicador de sensibilidade sobre as características dos produtores e dos estabelecimentos agropecuários.  Indicador resultante da razão entre o número de estabelecimentos agropecuários cujo responsável não sabe ler e escrever e o número total de estabelecimentos agropecuários por município. Posteriormente, o valor foi multiplicado pelo peso atribuído pelos especialistas considerando a relevância regional do mesmo à ameaça de seca. Os dados são disponibilizados em escala municipal pelo Censo Agropecuário de 2017 do Instituto Brasileiro de Geografia e Estatística (IBGE).<br><br>Fonte:<br>Sistema de Informações e Análises sobre Impactos das Mudanças Climáticas - AdaptaBrasil MCTI.|6|1|5007|2017|Segurança Alimentar|MultiPolygon||['Otimista', 'Pessimista']
5021|Insegurança alimentar e nutricional|https://sistema.adaptabrasil.mcti.gov.br/5021/1/2018/null/BR/municipio/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/mapa-dados/BR/municipio/5021/2018/null/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/total/BR/municipio/5021/null/2018/adaptabrasil|https://sistema.adaptabrasil.dev.apps.rnp.br/api/geometria/data/5021/BR/null/2018/municipio/SHPz/adaptabrasil|Nível de insegurança alimentar e nutricional das famílias que pode ser agravado em situações de seca|Indicador de sensibilidade sobre saúde e consumo dos alimentos, foi calculado a partir do Mapeamento da Insegurança Alimentar e Nutricional (Mapa InSAN), que é um estudo desenvolvido e publicado pela CAISAN no ano de 2018 (ano de referência: 2016) com o objetivo de identificar as famílias e indivíduos que se encontram em situação de insegurança alimentar e nutricional, a partir de dados do Cadastro Único e do Sistema Nacional de Vigilância Alimentar e Nutricional – SISVAN, obtido na Secretaria de Avaliação e Gestão da Informação (SAGI), disponibilizado pelo Ministério da Cidadania (MC). O indicador considera os déficits de peso e altura para crianças com até 5 anos de idade beneficiárias do Programa Bolsa Família, famílias de baixa renda familiar, sem acesso à água e ao esgoto e nível de instrução. A quantificação dos valores deste indicador relaciona-se aos respectivos níveis de INSAN: Muito alta (valor 1,00), Alta (valor 0,80), Média (valor 0,60) e Não constatado (valor 0,20), multiplicado pelo peso atribuído por especialistas considerando a relevância regional do mesmo à ameaça de seca.<br><br>Fonte:<br>Sistema de Informações e Análises sobre Impactos das Mudanças Climáticas – AdaptaBrasil MCTI.|6|1|5008|2018|Segurança Alimentar|MultiPolygon||['Otimista', 'Pessimista']
5022|Uso de agrotóxico|https://sistema.adaptabrasil.mcti.gov.br/5022/1/2017/null/BR/municipio/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/mapa-dados/BR/municipio/5022/2017/null/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/total/BR/municipio/5022/null/2017/adaptabrasil|https://sistema.adaptabrasil.dev.apps.rnp.br/api/geometria/data/5022/BR/null/2017/municipio/SHPz/adaptabrasil|Inferência sobre a saúde das pessoas que estão em contato direto ao produto que pode ser agravada pela necessidade de aumento do uso em situações de seca|Indicador utilizado para inferir sobre a saúde das pessoas que estão em contato direto ao produto, considerando a temática de sensibilidade sobre saúde e consumo dos alimentos. Indicador resultante da multiplicação entre a ponderação da proporção dos estabelecimentos agropecuários que utilizam (ou já utilizaram) agrotóxico e o peso atribuído por especialistas considerando a relevância regional do mesmo à ameaça de seca. Indicador obtido pela razão entre o número de estabelecimentos agropecuários que utilizam (ou já utilizaram) agrotóxico, e o número total de estabelecimentos, multiplicado pela área total dos estabelecimentos. Os dados estão disponíveis no Censo Agropecuário do Instituto Brasileiro de Geografia e Estatística (IBGE) para 2017, na escala municipal.<br><br>Fonte:<br>Sistema de Informações e Análises sobre Impactos das Mudanças Climáticas - AdaptaBrasil MCTI.|6|1|5008|2017|Segurança Alimentar|MultiPolygon||['Otimista', 'Pessimista']
5023|Sobrepeso e obesidade da população|https://sistema.adaptabrasil.mcti.gov.br/5023/1/2007/null/BR/municipio/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/mapa-dados/BR/municipio/5023/2007/null/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/total/BR/municipio/5023/null/2007/adaptabrasil|https://sistema.adaptabrasil.dev.apps.rnp.br/api/geometria/data/5023/BR/null/2007/municipio/SHPz/adaptabrasil|Nível de sobrepeso e obesidade nos diferentes estratos da população|Nível de sobrepeso e obesidade nos diferentes estratos da população considerando a temática de sensibilidade sobre a saúde e consumo dos alimentos. Indicador resultante da multiplicação entre o nível de sobrepeso e obesidade nos diferentes estratos da população e o peso atribuído por especialistas considerando a relevância regional do mesmo à ameaça de seca. O cálculo do nível de sobrepeso e obesidade nos diferentes estratos da população é resultante da razão entre pessoas com sobrepeso (soma do número de crianças com risco de sobrepeso, adolescentes com sobrepeso, adultos com sobrepeso ou obesos, e idosos com sobrepeso) e o total de pessoas (soma do total de crianças, total de adolescentes, total de adultos e total de idosos) que foram usuários da atenção básica do Sistema Único de Saúde (SUS) em 2007, segundo o Ministério da Saúde. O índice peso/altura é indicado para identificar o excesso de peso em crianças, enquanto o Índice Antropométrico de Massa Corporal (IMC) está entre os parâmetros indicados para avaliação do estado nutricional para adolescentes, adultos e idosos. Os dados sobre o Estado Nutricional dos Usuários da Atenção Básica por fase da vida foram obtidos no departamento de informática do Sistema Único de Saúde do Brasil (DATASUS), disponibilizados pelo Portal da Saúde para 2007, na escala geográfica estadual.<br><br>Fonte:<br>Sistema de Informações e Análises sobre Impactos das Mudanças Climáticas - AdaptaBrasil MCTI.|6|1|5008|2007|Segurança Alimentar|MultiPolygon||['Otimista', 'Pessimista']
5024|Capacidade de armazenamento|https://sistema.adaptabrasil.mcti.gov.br/5024/1/2016/null/BR/municipio/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/mapa-dados/BR/municipio/5024/2016/null/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/total/BR/municipio/5024/null/2016/adaptabrasil|https://sistema.adaptabrasil.dev.apps.rnp.br/api/geometria/data/5024/BR/null/2016/municipio/SHPz/adaptabrasil|Capacidade de armazenamento da produção de grãos|O armazenamento de produtos agrícolas é uma parte importante do sistema de produção, pois propicia a manutenção da qualidade dos produtos, além de gerar oportunidades de negócios em períodos em que o produto tenha melhor preço. No entanto, é necessário levar em consideração a capacidade de armazenamento total da produção nas unidades armazenadoras. Para além da capacidade estática, considerar a rotatividade desses produtos em condição de estoque, é o modo mais seguro de se inferir a capacidade de atendimento da demanda de armazenagem, em toneladas, da unidade em determinado período, ou seja, sua capacidade dinâmica. O indicador representa a capacidade dinâmica de armazenamento da produção de grãos, considerando a temática de capacidade adaptativa sobre a logística da produção e abastecimento. O mesmo é obtido a partir da razão entre a média da capacidade dinâmica das unidades armazenadoras e a média da produção total de grãos. Posteriormente, o valor é multiplicado pelo peso atribuído por especialistas considerando a relevância regional do indicador à ameaça de seca. A capacidade dinâmica é calculada a partir da multiplicação entre capacidade útil de armazenagem e o fator de rotatividade aceito universalmente (1,5). Dados disponíveis por unidade federativa para os anos 2010 a 2020 obtidos em Consulta de capacidade estática e Série histórica das safras, disponibilizados pela Companhia Nacional de Abastecimento (Conab).<br><br>Fontes:<br> NOGUEIRA JUNIOR, S.; TSUNECHIRO, A. Produção agrícola e infraestrutura de armazenagem no Brasil. Informações Econômicas, São Paulo, v.35, n.2, p.7-19, 2005.<br>COELHO, E. H.; MARJOTTA-MAISTRO, M. C. Caracterização da infraestrutura de armazenagem para grãos: quantificação das capacidades estática e dinâmica. Revista Tecnológica da Fatec Americana, vol. 05, n. 01, p.1-9, 2017.<br>Sistema de Informações e Análises sobre Impactos das Mudanças Climáticas - AdaptaBrasil MCTI.|6|0|5009|2016|Segurança Alimentar|MultiPolygon||['Otimista', 'Pessimista']
5025|Centrais de abastecimento |https://sistema.adaptabrasil.mcti.gov.br/5025/1/2018/null/BR/municipio/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/mapa-dados/BR/municipio/5025/2018/null/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/total/BR/municipio/5025/null/2018/adaptabrasil|https://sistema.adaptabrasil.dev.apps.rnp.br/api/geometria/data/5025/BR/null/2018/municipio/SHPz/adaptabrasil|Nível de funcionamento e/ou capacidade das centrais de abastecimento (Ceasas) em atender a população|As Centrais de abastecimento (Ceasas) são empresas públicas que prestam um serviço fundamental para a comercialização de frutas e hortaliças e que se estruturam em espaços que reúnem vendedores e compradores, agentes públicos e informais. Indicador de capacidade adaptativa sobre temática de logística da produção e abastecimento, foi obtido pela multiplicação entre o nível de funcionamento/capilaridade das Ceasas e o peso atribuído pelos especialistas considerando a relevância regional do mesmo à ameaça de seca. O nível de funcionamento/capilaridade das Ceasas foi calculado a partir da razão entre a quantidade comercializada média de produtos hortigranjeiros estimada para os municípios da mesorregião onde há unidades instaladas e a população média estimada em cada município. Foi realizada uma padronização, onde se considerou duas situações: 1) os municípios sem informação ou que não estão inseridos nas mesorregiões onde existem unidades instaladas, receberam valores NA (do inglês Not Available ou Não Disponível em tradução livre); 2) os municípios que estão nas mesorregiões onde tem unidade instalada, foram normalizados a partir do valor mínimo atribuído (0,50). Os dados sobre as quantidades comercializadas foram obtidos pelo Sistema de Informações Setoriais de Comercialização (SISCOM) disponibilizada pela Companhia Nacional de Abastecimento (Conab) e o dado populacional, em Estimativas de População disponibilizado pelo Instituto Brasileiro de Geografia e Estatística (IBGE) para 2018.<br><br>Fonte:<br>Sistema de Informações e Análises sobre Impactos das Mudanças Climáticas - AdaptaBrasil MCTI.|6|0|5009|2018|Segurança Alimentar|MultiPolygon||['Otimista', 'Pessimista']
5026|Eficiência na armazenagem|https://sistema.adaptabrasil.mcti.gov.br/5026/1/2016/null/BR/municipio/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/mapa-dados/BR/municipio/5026/2016/null/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/total/BR/municipio/5026/null/2016/adaptabrasil|https://sistema.adaptabrasil.dev.apps.rnp.br/api/geometria/data/5026/BR/null/2016/municipio/SHPz/adaptabrasil|Nível de eficiência no armazenamento dos alimentos|Nível de eficiência no armazenamento dos alimentos, considerando a temática de capacidade adaptativa sobre a Logística da produção e abastecimento. O indicador considerou informações sobre perdas (somatório do total de perda ganho em armazenagem; sinistro armazenagem — falta; desvio em armazenagem; alteração de qualidade e desclassificação) e total armazenado. O mesmo foi calculado a partir da parcela complementar ao percentual de perdas (razão entre a quantidade total de perdas, desvios e sinistros pelo total armazenado, multiplicado por 100), ponderado pelo peso atribuído pelos especialistas considerando a relevância regional do mesmo à ameaça de seca. Foi realizada uma padronização, onde se considerou duas situações: 1) os municípios das unidades federativas sem informação ou que não foram registradas perdas nas unidades armazenadoras, receberam valores NA (do inglês Not Available ou Não Disponível em tradução livre); 2) os municípios das unidades federativas que possuem unidades armazenadoras, foram normalizados a partir do valor mínimo atribuído (0,30). Os dados de perdas foram obtidos em Perdas Quanti-qualitativas, Desvios e Sinistros em Armazenagem do Portal da Transparência — Gestão dos Estoques Públicos, disponibilizados pela Companhia Nacional de Abastecimento (Conab) para o período entre 2015 e 2017. Os dados de estoque de armazenagem foram obtidos da Pesquisa de Estoques, disponibilizados pelo Instituto Brasileiro de Geografia e Estatística (IBGE) para o mesmo período. Ambos os dados são apresentados ao nível estadual.<br><br>Fonte:<br>Sistema de Informações e Análises sobre Impactos das Mudanças Climáticas – AdaptaBrasil MCTI.|6|0|5009|2016|Segurança Alimentar|MultiPolygon||['Otimista', 'Pessimista']
5027|Acessibilidade|https://sistema.adaptabrasil.mcti.gov.br/5027/1/2018/null/BR/municipio/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/mapa-dados/BR/municipio/5027/2018/null/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/total/BR/municipio/5027/null/2018/adaptabrasil|https://sistema.adaptabrasil.dev.apps.rnp.br/api/geometria/data/5027/BR/null/2018/municipio/SHPz/adaptabrasil|Nível de acessibilidade da população do município considerando a infraestrutura de cidade e a logística de transportes|Acessibilidade geográfica da população no município,considerando a temática de capacidade adaptativa sobre a Logística da produção e abastecimento. Indicador resultante do grau de acessibilidade do município em termos de infraestrutura de cidade e logística de transportes baseado no coeficiente médio de acessibilidade geográfica do município a outro de maior hierarquia, multiplicada pelo peso atribuído pelos especialistas considerando a relevância regional do mesmo à ameaça de seca. O coeficiente médio de acessibilidade foi obtido a partir do dado de Acessibilidade Geográfica, desenvolvido pelo IBGE, resultante da média aritmética de variáveis de inacessiblidade: "coeficiente da distância dos municípios em relação à metrópole mais próxima", "coeficiente da distância dos municípios em relação à capital regional mais próxima" e "coeficiente da distância dos municípios em relação ao centro sub-regional mais próximo". Os dados foram obtidos e calculados para a escala geográfica municipal. Para efeitos de compreensão o dado resultante é adimensional, e foi normalizado para uma função de máximo e mínimo, e posteriormente, invertido (1-N), assim, quanto maior a acessibilidade do município aos serviços de infraestrutura e logística maior é o valor do índice. Os dados derivam do catálogo de Acessibilidade Geográfica para 2018 disponibilizados pelo Instituto Brasileiro de Geografia e Estatística (IBGE).<br><br>Fonte:<br>Sistema de Informações e Análises sobre Impactos das Mudanças Climáticas - AdaptaBrasil MCTI.|6|0|5009|2018|Segurança Alimentar|MultiPolygon||['Otimista', 'Pessimista']
5028|Instrumentos de planejamento e gestão|https://sistema.adaptabrasil.mcti.gov.br/5028/1/2010/null/BR/municipio/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/mapa-dados/BR/municipio/5028/2010/null/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/total/BR/municipio/5028/null/2010/adaptabrasil|https://sistema.adaptabrasil.dev.apps.rnp.br/api/geometria/data/5028/BR/null/2010/municipio/SHPz/adaptabrasil|Nível de articulação da segurança alimentar via implementação de instrumentos de ação e planejamento|Nível de articulação da segurança alimentar via implementação de instrumentos de ação e planejamento, considerando a temática de capacidade adaptativa sobre o planejamento e gestão da segurança alimentar e nutricional. O indicador é resultado de uma compilação de informações qualitativas e quantitativas sobre a existência/implementação ou não de instrumentos de ação e planejamento tanto estaduais quanto municipais, multiplicado pelo peso atribuído pelos especialistas considerando a relevância regional do mesmo à ameaça de seca. Compõem o indicador as seguintes informações: conselho estadual da segurança alimentar e nutricional, deliberativo; segurança alimentar e nutricional, conselho, reuniões nos últimos 12 meses, número; política de segurança alimentar e nutricional, recursos orçamentários, existência; fundo estadual de segurança alimentar e nutricional, existência; comitê fome zero, existência; conselho municipal de segurança alimentar, existência; conselho municipal de segurança alimentar, reunião nos últimos 12 meses; conselho de segurança alimentar, caráter deliberativo. Os Dados compreendem o período entre 2005 a 2013 provenientes da Pesquisa de Informações Básicas Estaduais (ESTADIC) e da Pesquisa de Informações Básicas Municipais (MUNIC) disponibilizadas pelo Instituto Brasileiro de Geografia e Estatística (IBGE).<br><br>Fonte:<br>Sistema de Informações e Análises sobre Impactos das Mudanças Climáticas - AdaptaBrasil MCTI.|6|0|5010|2010|Segurança Alimentar|MultiPolygon||['Otimista', 'Pessimista']
5029|Investimento em políticas de adaptação|https://sistema.adaptabrasil.mcti.gov.br/5029/1/2016/null/BR/municipio/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/mapa-dados/BR/municipio/5029/2016/null/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/total/BR/municipio/5029/null/2016/adaptabrasil|https://sistema.adaptabrasil.dev.apps.rnp.br/api/geometria/data/5029/BR/null/2016/municipio/SHPz/adaptabrasil|Valor per capita das transferências governamentais destinadas à proteção ambiental em políticas de adaptação e infraestrutura|Valor per capita das transferências governamentais destinadas à proteção ambiental em políticas de adaptação e infraestrutura, considerando a temática de capacidade adaptativa sobre o planejamento e gestão da segurança alimentar e nutricional. Para composição deste indicador foram considerados todos os tipos de transferências (legais, voluntárias e específicas, além das transferências constitucionais e royaties) realizadas para a administração pública municipal e para o fundo público (denominados como favorecidos), nas áreas de atuação (função): agricultura, educação, gestão ambiental, habitação, organização agrária, reserva de contingência, saneamento, saúde e urbanismo. O indicador foi obtido a partir razão entre o total dos recursos financeiros repassados aos favorecidos nas funções especificadas acima e a população total, multiplicado posteriormente pelo peso atribuído por especialistas considerando a relevância regional do indicador à ameaça de seca. Dados em nível municipal, obtidos em Detalhamento das transferências de recursos disponibilizados pelo Portal da Transparência da Controladoria-Geral da União (CGU), para o período entre 2015 e 2017 e na Estimativas da População disponibilizadas pelo Instituto Brasileiro de Geografia e Estatística (IBGE) para o mesmo período.<br><br>Fonte:<br>Sistema de Informações e Análises sobre Impactos das Mudanças Climáticas - AdaptaBrasil MCTI.|6|0|5010|2016|Segurança Alimentar|MultiPolygon||['Otimista', 'Pessimista']
5030|Cidades resilientes|https://sistema.adaptabrasil.mcti.gov.br/5030/1/2015/null/BR/municipio/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/mapa-dados/BR/municipio/5030/2015/null/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/total/BR/municipio/5030/null/2015/adaptabrasil|https://sistema.adaptabrasil.dev.apps.rnp.br/api/geometria/data/5030/BR/null/2015/municipio/SHPz/adaptabrasil|Municípios que aderiram ao Programa Cidades Resilientes|Cidades Resilientes são cidades ou áreas urbanas que seguem parâmetros internacionalmente estabelecidos, relacionados principalmente às mudanças climáticas e ao risco; governos e população integrados aos problemas da cidade. A participação do município no Programa mostra o seu compromisso em edificar a sua resiliência por meio da definição de ações e prioridades na área de gestão do risco de desastres em sua localidade. Considerando a temática de capacidade adaptativa sobre o planejamento e gestão da segurança alimentar e nutricional, o indicador é proveniente da ponderação atribuída segundo a adesão (0,50) ou não (0,30) ao programa, multiplicado pelo peso atribuído por especialistas considerando a relevância regional do mesmo à ameaça de seca. A informação sobre a adesão ou não ao programa foi obtida através da Secretaria Nacional de Proteção e Defesa Civil (SEDEC) para o período de 2014 a 2016.<br><br>Fonte:<br>Sistema de Informações e Análises sobre Impactos das Mudanças Climáticas – AdaptaBrasil MCTI.|6|0|5010|2015|Segurança Alimentar|MultiPolygon||['Otimista', 'Pessimista']
5031|PNAE|https://sistema.adaptabrasil.mcti.gov.br/5031/1/2015/null/BR/municipio/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/mapa-dados/BR/municipio/5031/2015/null/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/total/BR/municipio/5031/null/2015/adaptabrasil|https://sistema.adaptabrasil.dev.apps.rnp.br/api/geometria/data/5031/BR/null/2015/municipio/SHPz/adaptabrasil|Valor investido pelo programa por aluno matriculado na educação básica pública|O Programa Nacional de Alimentação Escolar (PNAE) oferece alimentação escolar e ações de educação alimentar e nutricional a estudantes de todas as etapas da educação básica pública. Considerado na temática de capacidade adaptativa sobre o planejamento e gestão da segurança alimentar e nutricional, o indicador representa o valor investido por aluno pelo PNAE, obtido pela razão entre o valor total médio alocado para a compra de alimentos e o número total médio de alunos matriculados na educação básica pública, multiplicado pelo peso atribuído pelos especialistas considerando a relevância regional do mesmo à ameaça de seca. Dados obtidos do Painel de Políticas da Secretaria Especial de Agricultura Familiar e do Desenvolvimento Agrário (SEAD/DGMA) para os anos de 2014 a 2016 e das Sinopses Estatísticas da Educação Básica disponibilizadas pelo Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira (INEP) para o mesmo período, em escala municipal.<br><br>Fonte:<br>Sistema de Informações e Análises sobre Impactos das Mudanças Climáticas – AdaptaBrasil MCTI.|6|0|5010|2015|Segurança Alimentar|MultiPolygon||['Otimista', 'Pessimista']
5032|Garantia safra|https://sistema.adaptabrasil.mcti.gov.br/5032/1/2010/null/BR/municipio/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/mapa-dados/BR/municipio/5032/2010/null/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/total/BR/municipio/5032/null/2010/adaptabrasil|https://sistema.adaptabrasil.dev.apps.rnp.br/api/geometria/data/5032/BR/null/2010/municipio/SHPz/adaptabrasil|Nível de acesso ao Programa Garantia Safra por produtores rurais|O Programa Garantia Safra é um seguro destinado a agricultores de baixa renda (até um salário mínimo e meio) cadastrados no programa, que passam a receber o benefício quando o município em que moram comprova a perda de, pelo menos, 50% do conjunto das produções de feijão, milho, arroz, mandioca e algodão em razão de estiagem ou excesso hídrico. Indicador de capacidade adaptativa relacionado a manutenção da produção agropecuária, obtido pela multiplicação entre o inverso da magnitude de perda de produtividade dos produtos básicos (feijão, mandioca, milho e arroz), em módulo, entre os períodos 2006 a 2016 e 2014 a 2016, e a razão entre os agricultores beneficiados entre 2014 e 2016 e o número de estabelecimentos agropecuários com agricultura familiar em 2016, estimado a partir de dados populacionais rurais para o mesmo ano. Foi realizada uma padronização, onde se considerou três situações: 1) os municípios sem informação ou que não tiveram perda de produtividade agrícola no período analisado, receberam valores NA (Not Available); 2) os municípios que tiveram perdas e não foram beneficiados pelo seguro, receberam valor “zero”; e 3) os municípios que apresentaram perdas e foram contemplados pelo seguro safra, foram normalizados a partir do valor mínimo atribuído (0,30). Posteriormente, o valor normalizado resultante foi multiplicado pelo peso atribuído pelos especialistas considerando a relevância regional do mesmo à ameaça de seca. Os dados foram obtidos da Produção Agrícola Municipal (PAM), disponibilizado pelo Instituto Brasileiro de Geografia e Estatística (IBGE).<br><br>Fonte:<br>Sistema de Informações e Análises sobre Impactos das Mudanças Climáticas - AdaptaBrasil MCTI.|6|0|5011|2010|Segurança Alimentar|MultiPolygon||['Otimista', 'Pessimista']
5033|PRONAF|https://sistema.adaptabrasil.mcti.gov.br/5033/1/2016/null/BR/municipio/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/mapa-dados/BR/municipio/5033/2016/null/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/total/BR/municipio/5033/null/2016/adaptabrasil|https://sistema.adaptabrasil.dev.apps.rnp.br/api/geometria/data/5033/BR/null/2016/municipio/SHPz/adaptabrasil|Nível de abrangência do PRONAF em relação à distribuição fundiária|O Programa de Fortalecimento da Agricultura Familiar (PRONAF) é um financiamento que visa estimular a geração de renda e melhorar o uso da mão de obra familiar por meio de atividades e serviços rurais agropecuários e não agropecuários desenvolvidos em estabelecimento rural ou em áreas comunitárias próximas. Indicador de capacidade adaptativa relacionado à manutenção da produção agropecuária, obtido pela multiplicação entre o montante repassado pelo PRONAF e a distribuição fundiária (número de estabelecimentos agropecuários dividido pela área total do município). Foi realizada uma padronização, onde se considerou duas situações: 1) os municípios sem informação receberam valores NA (do inglês Not Available, ou não disponível em tradução livre); 2) os demais municípios foram normalizados a partir do valor mínimo atribuído (0,30). Posteriormente, o valor foi multiplicado pelo peso atribuído pelos especialistas considerando a relevância regional do mesmo à ameaça de seca. Os dados sobre os valores repassados pelo PRONAF foram obtidos na Matriz de Dados do Crédito Rural (Contratações) disponibilizada pelo Banco Central do Brasil (BCB), entre os anos de 2013 a 2020. Os dados correspondentes ao número de estabelecimentos agropecuários foram obtidos no Censo Agropecuário, e a área dos municípios foram obtidos no Censo Demográfico, ambos disponibilizados pelo Instituto Brasileiro de Geografia e Estatística (IBGE) para 2017.<br><br>Fonte:<br>Sistema de Informações e Análises sobre Impactos das Mudanças Climáticas - AdaptaBrasil MCTI.|6|0|5011|2016|Segurança Alimentar|MultiPolygon||['Otimista', 'Pessimista']
5034|Nível de atendimento do PAA|https://sistema.adaptabrasil.mcti.gov.br/5034/1/2016/null/BR/municipio/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/mapa-dados/BR/municipio/5034/2016/null/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/total/BR/municipio/5034/null/2016/adaptabrasil|https://sistema.adaptabrasil.dev.apps.rnp.br/api/geometria/data/5034/BR/null/2016/municipio/SHPz/adaptabrasil|Nível de atendimento per capita das unidades receptoras do Programa de Aquisição de Alimentos da Agricultura Familiar (PAA)|Indicador de capacidade adaptativa relacionado à manutenção da produção agropecuária obtido pela razão entre o número de unidades receptoras do Programa de Aquisição de Alimentos da Agricultura Familiar (PAA), em duas modalidades — Compra com Doação Simultânea (executada via Termo de Adesão pelo MDS e Termo de Execução Descentralizada pela Companhia Nacional de Abastecimento - Conab), e Incentivo à Produção e ao Consumo de Leite (PAA Leite) —, dividido pela população residente estimada da microrregião onde as unidades estão instaladas. Foi realizada uma padronização, onde se considerou duas situações: 1) os municípios sem informação ou que não fazem parte da microrregião que contém unidades receptoras instaladas, receberam valores NA (do inglês Not Available, ou não disponível em tradução livre); 2) os demais municípios foram normalizados a partir do valor mínimo atribuído (0,30). Posteriormente, o valor foi multiplicado pelo peso atribuído pelos especialistas considerando a relevância regional do mesmo à ameaça de seca. O dado com o número de unidades receptoras foi coletado, na escala municipal, no repositório do Ministério do Desenvolvimento Social (MDS) para 2016, e os dados populacionais foram obtidos do produto Estimativas da População, elaborado pelo Instituto Brasileiro de Geografia e Estatística (IBGE) para o mesmo ano.<br><br>Fonte:<br>Sistema de Informações e Análises sobre Impactos das Mudanças Climáticas - AdaptaBrasil MCTI.|6|0|5011|2016|Segurança Alimentar|MultiPolygon||['Otimista', 'Pessimista']
5035|Programa Cisternas|https://sistema.adaptabrasil.mcti.gov.br/5035/1/2016/null/BR/municipio/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/mapa-dados/BR/municipio/5035/2016/null/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/total/BR/municipio/5035/null/2016/adaptabrasil|https://sistema.adaptabrasil.dev.apps.rnp.br/api/geometria/data/5035/BR/null/2016/municipio/SHPz/adaptabrasil|Nível de acesso à água para produção por meio do Programa Cisternas|O Programa Nacional de Apoio à Captação de Água de Chuva e outras Tecnologias Sociais (Programa Cisternas) tem como objetivo a promoção do acesso à água para o consumo humano e para a produção de alimentos por meio da implementação de tecnologias sociais simples e de baixo custo. Indicador de capacidade adaptativa relacionado a manutenção da produção agropecuária obtido pela razão entre o número de cisternas para produção entregues, dividido pelo número de domicílios rurais dos municípios do semiárido. Foi realizada uma padronização, onde se considerou três situações: 1) os municípios sem informação ou que não integram a região semiárida, receberam valores NA (Not Available); 2) os municípios que fazem parte do semiárido e não foram beneficiados pelo programa, receberam valor "zero"; e 3) os municípios que são do semiárido e foram contemplados pelo Programa Cisternas, foram normalizados a partir do valor mínimo atribuído (0,30). Posteriormente, o valor foi multiplicado pelo peso atribuído pelos especialistas considerando a relevância regional do mesmo à ameaça de seca. Dados obtidos no repositório do Sistema de Informações Gerenciais (SIG Cisternas), disponibilizado pela Secretaria Especial do Desenvolvimento Social/ Ministério da Cidadania para o ano de 2016, na escala municipal.<br><br>Fonte:<br>Sistema de Informações e Análises sobre Impactos das Mudanças Climáticas - AdaptaBrasil MCTI.|6|0|5011|2016|Segurança Alimentar|MultiPolygon||['Otimista', 'Pessimista']
